項目名,名称
710010080,人工硬膜（非吸収型）
710010081,人工硬膜（吸収型）
710010082,経皮的カテーテル心筋焼灼術用カテーテル（熱・ペーシング）
710010083,ＰＴＣＡ用カテーテル（スリッピング防止型）
710010084,血管内血栓異物除去用留置カテーテル（一般型）
710010085,血管内血栓異物除去用留置カテーテル（頸動脈ステント・フィルター）
710010086,頸動脈用ステントセット（標準型）
710010087,ホルモン製剤等注射用ディスポーザブル注射器
710010088,在宅中心静脈栄養用輸液セット（本体）
710010089,在宅中心静脈栄養用輸液セット（付属品・フーバー針）
710010090,在宅中心静脈栄養用輸液セット（付属品・輸液バッグ）
710010091,栄養用ディスポカテ（在宅）（経鼻用・乳幼児用・一般型）
710010092,栄養用ディスポカテ（在宅）（経鼻用・乳幼児用・非ＤＥＨＰ型）
710010093,万年筆型注入器用注射針（標準型）
710010095,万年筆型注入器用注射針（超微細型）
710010096,携帯型ディスポーザブル注入ポンプ（標準型）
710010099,中心静脈用カテーテル（標準・シングルルーメン）
710010101,中心静脈用カテーテル（標準・マルチルーメン）
710010103,中心静脈用カテーテル（抗血栓性型）
710010104,中心静脈用カテーテル（極細型）
710010105,中心静脈用カテーテル（カフ付き）
710010106,中心静脈用カテーテル（酸素飽和度測定機能付き）
710010107,人工骨（汎用型・非吸収型・（顆粒・フィラー））
710010108,人工骨（汎用型・非吸収型・多孔体）
710010110,人工骨（汎用型・非吸収型・形状賦形型）
710010111,人工骨（汎用型・吸収型・（顆粒・フィラー））
710010112,人工骨（汎用型・吸収型・多孔体・一般型）
710010113,カスタムメイド人工関節
710010114,カスタムメイド人工骨（Ｓ）
710010115,カスタムメイド人工骨（Ｍ）
710010117,合成吸収性骨片接合材（スクリュー（頭蓋・顎・顔面・小骨用））
710010118,合成吸収性骨片接合材（ストレートプレート）
710010119,合成吸収性骨片接合材（その他のプレート）
710010120,合成吸収性骨片接合材（ワッシャー）
710010121,合成吸収性骨片接合材（ピン（一般用））
710010122,固定用内副子（スクリュー）（その他・標準・小型）
710010123,固定用内副子（プレート）（その他・標準・ストレート型・異形型）
710010124,固定用内副子（プレート）（その他・標準・メッシュ型）
710010125,固定用内副子（プレート）（その他・標準・下顎・骨盤再建）
710010126,固定用内副子（プレート）（その他・標準・顎関節用）
710010127,固定用内副子（プレート）（その他・特殊・骨延長用）
710010128,固定用内副子（プレート）（その他・特殊・スクリュー非使用型）
710010129,固定釘（平面型）
710010130,固定釘（立体特殊型）
710010131,固定用金属線（金属線・ワイヤー）
710010132,固定用金属線（金属線・ケーブル）
710010133,固定用金属ピン（一般用）
710010135,鼻孔プロテーゼ
710010136,皮膚欠損用創傷被覆材（真皮に至る創傷用）
710010137,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・標準型）
710010138,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・異形型）
710010139,皮膚欠損用創傷被覆材（筋・骨に至る創傷用）
710010140,真皮欠損用グラフト
710010141,非固着性シリコンガーゼ（平坦部位用）
710010142,非固着性シリコンガーゼ（凹凸部位用）
710010143,栄養カテーテル（経鼻用・一般用）
710010144,栄養カテーテル（経鼻用・乳幼児用・一般型）
710010145,栄養カテーテル（経鼻用・乳幼児用・非ＤＥＨＰ型）
710010146,栄養カテーテル（経鼻用・経腸栄養用）
710010147,栄養カテーテル（経鼻用・特殊型）
710010148,気管内チューブ（カフあり・カフ上部吸引機能あり）
710010149,気管内チューブ（カフあり・カフ上部吸引機能なし）
710010150,気管内チューブ（カフなし）
710010151,胃管カテーテル（シングルルーメン）
710010152,胃管カテーテル（ダブルルーメン・標準型）
710010153,胃管カテーテル（ダブルルーメン・特殊型）
710010154,吸引留置カテーテル（能動吸引型・創部用・軟質型）
710010155,吸引留置カテーテル（能動吸引型・創部用・硬質型）
710010156,吸引留置カテーテル（受動吸引型・チューブドレーン・フィルム型）
710010157,吸引留置カテーテル（受動吸引型・チューブドレーン・チューブ型）
710010158,膀胱留置用ディスポーザブルカテーテル（２管一般（１））
710010159,膀胱留置用ディスポーザブルカテーテル（２管一般（２）・標準型）
710010160,膀胱留置用ディスポーザブルカテーテル（２管一般（３）・標準型）
710010161,膀胱留置用ディスポーザブルカテーテル（特定（１））
710010162,膀胱留置用ディスポーザブルカテーテル（特定（２））
710010163,膀胱留置用ディスポーザブルカテーテル（圧迫止血）
710010164,人工血管（永久留置型・小血管用・標準型・外部サポートあり）
710010165,人工血管（永久留置型・小血管用・標準型・外部サポートなし）
710010166,輸血用血液フィルター（微小凝集塊除去用）
710010167,輸血用血液フィルター（赤血球製剤用白血球除去用）
710010168,輸血用血液フィルター（血小板製剤用白血球除去用）
710010169,歯周組織再生材料
710010172,歯科鋳造用１４カラット金合金インレー用（ＪＩＳ適合品）
710010173,歯科鋳造用１４カラット金合金鉤用（ＪＩＳ適合品）
710010174,歯科用１４カラット金合金鉤用線（金５８．３３％以上）
710010175,歯科用１４カラット合金用金ろう（ＪＩＳ適合品）
710010176,歯科鋳造用金銀パラジウム合金（金１２％以上ＪＩＳ適合品）
710010180,歯科用金銀パラジウム合金ろう（金１５％以上ＪＩＳ適合品）
710010181,歯科鋳造用銀合金第１種（銀６０％以上インジウム５％未満）
710010182,歯科鋳造用銀合金第２種（銀６０％以上インジウム５％以上）
710010183,歯科用銀ろう（ＪＩＳ適合品）
710010190,歯科鋳造用コバルトクロム合金鉤・バー用
710010191,歯科用コバルトクロム合金線鉤用（ＪＩＳ適合品）
710010192,歯科用コバルトクロム合金線バー用（ＪＩＳ適合品）
710010193,歯科用ステンレス鋼線鉤用（ＪＩＳ適合品）
710010194,歯科用ステンレス鋼線バー用（ＪＩＳ適合品）
710010197,陶歯前歯用（真空焼成歯）
710010198,陶歯臼歯用（真空焼成歯）
710010201,レジン歯前歯用（ＪＩＳ適合品）
710010202,レジン歯臼歯用（ＪＩＳ適合品）
710010203,スルフォン樹脂レジン歯前歯用
710010204,スルフォン樹脂レジン歯臼歯用
710010205,硬質レジン歯前歯用
710010206,硬質レジン歯臼歯用
710010207,歯冠用加熱重合レジン（粉末ＪＩＳ適合品）
710010208,歯冠用加熱重合レジン（液ＪＩＳ適合品）
710010209,歯冠用加熱重合硬質レジン
710010210,歯冠用光重合硬質レジン
710010211,義歯床用アクリリック樹脂（粉末ＪＩＳ適合品）
710010212,義歯床用アクリリック樹脂（液ＪＩＳ適合品）
710010213,義歯床用アクリリック即時硬化樹脂（粉末）
710010214,義歯床用アクリリック即時硬化樹脂（液）
710010215,義歯床用熱可塑性樹脂
710010216,歯科用合着・接着材料１（レジン系・標準型）
710010217,歯科用合着・接着材料２
710010218,歯科用合着・接着材料３
710010219,歯科充填用材料１（複合レジン系）
710010220,歯科充填用材料２（複合レジン系）
710010222,複合レジン築造用（硬化後フィラー６０％以上）
710010223,金属小釘ロック型
710010224,金属小釘スクリュー型
710010225,金属小釘スクリュー型（金メッキ）
710010226,乳歯金属冠
710010227,スクリューポスト支台築造用
710010228,歯科矯正用帯環切歯用
710010229,歯科矯正用帯環犬歯用及び臼歯用
710010230,帯環用ブラケット
710010231,ダイレクトボンド用ブラケット
710010232,チューブ
710010233,ＳＴロック
710010234,スクリュー床用
710010235,スクリュースケレトン用
710010236,トラクションバンド
710010237,ネックストラップ
710010238,ヘッドギアリトラクター用
710010239,ヘッドギアプロトラクター用
710010240,チンキャップリトラクター用
710010241,チンキャッププロトラクター用
710010242,フェイスボウ
710010243,矯正用線（丸型）
710010244,矯正用線（角型）
710010245,矯正用線（特殊丸型）
710010246,矯正用線（特殊角型）
710010247,超弾性矯正用線（丸型及び角型）
710010250,歯科用コバルトクロム合金線鉤用（ＪＩＳ適合品）
710010251,歯科用コバルトクロム合金線バー用（ＪＩＳ適合品）
710010252,歯科鋳造用コバルトクロム合金床用
710010253,歯科用ステンレス鋼線鉤用（ＪＩＳ適合品）
710010254,歯科用ステンレス鋼線バー用（ＪＩＳ適合品）
710010255,陶歯前歯用（真空焼成歯）
710010256,陶歯臼歯用（真空焼成歯）
710010257,レジン歯前歯用（ＪＩＳ適合品）
710010258,レジン歯臼歯用（ＪＩＳ適合品）
710010259,義歯床用アクリリック樹脂（粉末ＪＩＳ適合品）
710010260,義歯床用アクリリック樹脂（液ＪＩＳ適合品）
710010261,歯科用合着・接着材料１（レジン系・標準型）
710010262,歯科用合着・接着材料２
710010263,歯科用合着・接着材料３
710010264,ダイレクトボンド用ボンディング材
710010265,シリコン樹脂
710010266,超弾性コイルスプリング
710010267,人工膝関節用材（大腿骨側材・全置換用（間）・特殊型）
710010268,大動脈用ステントグラフト（胸部大動脈用・メイン部分・標準型）
710010269,血管内光断層撮影用カテーテル
710010270,心腔内及び大動脈デバイス用（標準型）
710010271,ＰＴＡバルーンカテーテル（大動脈・血流非遮断型（胸部・腹部用））
710010272,ヒト自家移植組織（自家培養表皮・採取・培養キット）
710010273,デンプン由来吸収性局所止血材（標準型）
710010274,血管造影用シースイントロデューサーセット（遠位端可動型）
710010275,胸郭変形矯正用材料（肋骨間用）
710010276,胸郭変形矯正用材料（肋骨腰椎間用）
710010277,胸郭変形矯正用材料（肋骨腸骨間用）
710010278,胸郭変形矯正用材料（固定クリップ（伸展術時交換用））
710010279,経皮的動脈管閉鎖セット（開口部留置型）
710010281,ＰＴＡバルーンカテーテル（スリッピング防止型）
710010282,大動脈用ステントグラフト（胸部大動脈用・補助部分）
710010284,ＰＴＡバルーンカテーテル（大動脈・血流遮断型（胸部及び腹部用））
710010285,人工股関節用材（骨盤側材・ライナー・特殊型）
710010286,人工膝関節用材（膝蓋骨材・膝蓋骨置換用（３））
710010288,人工膝関節用材（インサート（２））
710010289,塞栓用コイル（コイル・特殊型）
710010292,デンプン由来吸収性局所止血材（織布型）
710010294,歯科用合着・接着材料１（レジン系・自動練和型）
710010295,歯科用合着・接着材料１（レジン系・自動練和型）
710010300,携帯型ディスポーザブル注入ポンプ（標準型）
710010301,皮膚欠損用創傷被覆材（真皮に至る創傷用）
710010302,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・標準型）
710010303,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・異形型）
710010304,皮膚欠損用創傷被覆材（筋・骨に至る創傷用）
710010305,非固着性シリコンガーゼ（広範囲熱傷用）
710010306,非固着性シリコンガーゼ（平坦部位用）
710010307,非固着性シリコンガーゼ（凹凸部位用）
710010350,血管造影用カテーテル（サイジング機能付加型）
710010500,人工股関節用材（骨盤側材・カップライナー一体型（間）（２））
710010550,合成吸収性硬膜補強材
710010551,消化管用ステントセット（カバーなし）
710010553,局所陰圧閉鎖処置用材料
710010601,脳・脊髄・仙骨神経刺激装置用リード（アダプター）
710010602,植込型脳・脊髄電気刺激装置（疼痛除去用）（１６極以上用）
710010603,植込式心臓ペースメーカー用リード（経静脈・誤感知防止型）
710010604,経皮的カテーテル心筋焼灼術用カテーテル（熱・イリゲーション型）
710010605,塞栓用コイル（コイル留置用ステント）
710010606,植込型迷走神経電気刺激装置
710010607,迷走神経刺激装置用リードセット
710010608,経皮的心腔内リード除去用レーザーシースセット
710010609,白血球吸着用材料（低体重者・小児用）
710010610,骨セメント（脊椎・大腿骨頸部用）
710010611,脳・脊髄・仙骨神経刺激装置用リード（リードセット・１６極以上）
710010612,植込型脳・脊髄電気刺激装置（疼痛除去・１６極・充電）
710010613,ベントカテーテル（成人・ガス注入型）
710010614,血栓除去用カテーテル（脳血栓除去用・ワイヤー型）
710010615,狭窄部貫通用カテーテル
710010616,膀胱尿管逆流症治療用注入材
710010617,人工股関節用材（骨盤側材・臼蓋形成用カップ（直）・特殊型）
710010618,人工股関節用材（大腿骨側材・大腿骨ステムヘッド（２））
710010619,オプション部品（人工股関節用部品・骨盤用（１））
710010621,血管内血栓異物除去用留置カテ（頸動脈ステント・遠位バルーン）
710010622,椎体形成用材料セット
710010623,脊椎棘間留置材料
710010625,人工股関節用材（大腿骨側材・大腿骨ステム（直）・特殊型）
710010626,人工膝関節用材（脛骨側材・全置換用（直）・特殊型）
710010627,人工骨（専用型・椎体骨創部閉鎖用）
710010628,人工骨（専用型・椎体・スクリュー併用用）
710010629,ペースメーカー（トリプルチャンバ２型・単極又は双極）
710010630,生体弁・異種心膜弁（２）（期限付改良加算なし）
710010631,補助人工心臓セット（植込型・非拍動流型（磁気浮上型））
710010632,補助人工心臓セット（植込型・非拍動流型（水循環型））
710010633,補助人工心臓セット（水循環回路セット）
710010634,外科用接着用材料（標準型）
710010635,交換用経皮経食道胃管カテーテル
710010639,オプション部品（人工関節固定強化部品（２））
710010640,血栓除去用カテーテル（脳血栓除去用・破砕吸引型）
710010641,心腔内超音波プローブ（標準型）
710010642,心腔内超音波プローブ（磁気センサー付き）
710010643,植込型脳・脊髄電気刺激装置（疼痛除去・１６極・充・変換）
710010645,体外ペースメーカー用電極（検査機能付加・温度センサー付き）
710010646,血管造影用圧センサー付材料（血管造影用圧ガイドワイヤー）
710010649,携帯型ディスポーザブル注入ポンプ（化学療法用）
710010650,水循環回路セット
710010651,携帯型ディスポーザブル注入ポンプ（化学療法用）
710010654,腹膜透析液交換セット（交換キット）
710010655,オプション部品（人工関節用部品・カップサポート）
710010656,固定用内副子（スクリュー）（その他・特殊・アンカ）
710010657,固定用金属ピン（一般用・リング型）
710010658,植込型除細動器（５型）
710010659,人工弁輪・僧帽弁用
710010660,人工弁輪・三尖弁用
710010661,ディスポーザブル人工肺（膜型肺・リザーバーあり・低体重・小児用）
710010662,ディスポーザブル人工肺（膜型肺・リザーバーなし・低体重・小児用）
710010663,ディスポーザブル人工肺（膜型肺・補助循環呼吸型・低体重・小児用）
710010664,輸血用血液フィルター（カリウム除去用）
710010665,生体組織接着剤調製用キット
710010666,尿道括約筋用補綴材・カフ
710010667,尿道括約筋用補綴材・圧力調整バルーン
710010668,尿道括約筋用補綴材・コントロールポンプ
710010669,インプラント体・標準型（１）
710010670,インプラント体・標準型（２）
710010671,インプラント体・標準型（３）
710010672,インプラント体・特殊型
710010673,暫間装着体（１）
710010674,暫間装着体（２）
710010675,暫間装着体（３）
710010676,暫間装着体（４）
710010677,スクリュー
710010678,アバットメント（１）
710010679,アバットメント（２）
710010680,アバットメント（３）
710010681,アバットメント（４）
710010682,アタッチメント（１）
710010683,アタッチメント（２）
710010684,アタッチメント（３）
710010685,シリンダー
710010687,植込型脳・脊髄電気刺激装置（振戦軽減・１６極以上・充電）
710010688,植込式心臓ペースメーカー用リード（経静脈・４極）
710010689,末梢血管用ステントセット（再狭窄抑制型）
710010690,両室ペーシング機能付き植込型除細動器（４極用・標準型）
710010691,中心静脈血酸素飽和度測定用プローブ
710010694,経皮的カテーテル心筋焼灼術用カテーテル（熱・ペーシング・特殊型）
710010696,体外ペースメーカー用電極（検査機能付加・除細動機能付き）
710010698,人工肩関節用材（肩甲骨側材・グレノイドコンポーネント・特殊型）
710010699,人工肩関節用材（上腕骨側材・上腕骨ステム・特殊型）
710010700,人工骨（汎用型・吸収型・多孔体・蛋白質配合型）
710010701,合成吸収性骨片接合材（頭蓋骨閉鎖用クランプ・小児用）
710010702,血管内血栓異物除去用留置カテ（頸動脈ステント・近位バルーン）
710010703,皮下グルコース測定用電極
710010704,植込型骨導補聴器（音振動変換器）
710010705,植込型骨導補聴器（接合子付骨導端子）
710010706,植込型骨導補聴器（骨導端子）
710010707,植込型骨導補聴器（接合子）
710010708,脳手術用カテーテル
710010709,人工骨（汎用型・吸収型・多孔体・蛋白質配合型）
710010710,人工股関節用材（骨盤側材・臼蓋形成用カップ（直）・デュアル）
710010712,人工股関節用材（骨盤側材料・ライナー・デュアルモビリティ対応型）
710010713,固定用内副子（スクリュー）（一般（生体用合金１）・特殊型）
710010714,ペースメーカー（トリプルチャンバ１型）
710010715,補助人工心臓セット（植込型・非拍動流型（軸流型））
710010716,下肢動脈狭窄部貫通用カテーテル
710010717,血管塞栓用プラグ
710010718,ヒト自家移植組織（自家培養軟骨・採取・培養キット）
710010719,子宮用止血バルーンカテーテル
710010720,心房中隔穿刺針（高周波型・標準型）
710010721,人工股関節用材（骨盤側材・カップライナー一体型（間）（３））
710010722,髄内釘（位置情報表示装置（プローブ・ドリル））
710010724,植込型除細動器用カテーテル電極（アダプター）
710010725,血管内手術用カテーテル（交換用カテーテル）
710010726,組織拡張器（乳房用）
710010727,大動脈用ステントグラフト（胸部大動脈用・メイン部分・分岐）
710010729,神経再生誘導材
710010730,気管支用充填材
710010731,陰圧創傷治療用カートリッジ
710010732,人工乳房
710010733,人工股関節用材（大腿骨側材・骨頭用・バイポーラカップ（２））
710010734,人工膝関節用材（大腿骨側材・片側置換用（間）・特殊型）
710010736,髄内釘（横止めスクリュー・特殊型）
710010745,経カテーテル人工生体弁セット（バルーン拡張・期限付改良加算なし）
710010749,合成吸収性骨片接合材（頭蓋骨閉鎖用クランプ・汎用）
710010754,ＰＴＣＡ用カテーテル（再狭窄抑制型）
710010756,体温調節用カテーテル（発熱管理型）
710010757,人工血管（永久留置型・小血管用・ヘパリン使用・外部サポートあり）
710010758,人工血管（永久留置型・小血管用・ヘパリン使用・外部サポートなし）
710010759,両室ペーシング機能付き植込型除細動器（単極又は双極・自動）
710010761,両室ペーシング機能付き植込型除細動器（４極用・自動）
710010763,カプセル型内視鏡（大腸用）
710010765,消化管用ステントセット（カバーあり）
710010769,人工股関節用材（骨盤側材料・デュアルモビリティ化ライナー）
710010771,固定用内副子（プレート）（骨端用（生体用合金１）・矯正（小児））
710010773,人工肩関節用材（上腕骨側材・スペーサー）
710010774,人工肩関節用材（上腕骨側材・インサート・標準型）
710010775,人工肩関節用材（肩甲骨側材・関節窩ヘッド・標準型）
710010776,人工肩関節用材（肩甲骨側材・ベースプレート・標準型）
710010777,人工喉頭（音声回復用人工補装具・長期留置型）
710010778,気管・気管支・大静脈ステント（一時留置型・Ｙ字型）
710010779,人工心肺回路（個別機能品・血液学的パラメーター測定・センサー付）
710010781,人工血管（永久留置型・大血管用・１分岐・特殊型）
710010782,人工血管（永久留置型・大血管用・２分岐以上・特殊型）
710010784,人工血管（永久留置型・小血管用・特殊型・外部サポートあり）
710010785,人工血管（永久留置型・小血管用・特殊型・外部サポートなし）
710010786,外科用接着用材料（特殊型）
710010787,仙骨神経刺激装置（標準型）
710010789,歯科用合着・接着材料１（グラスアイオノマー系・標準型）
710010790,歯科充填用材料１（グラスアイオノマー系・標準型）
710010791,歯科充填用材料２（グラスアイオノマー系・標準型）
710010792,ＣＡＤ／ＣＡＭ冠用材料（２）
710010793,歯科用合着・接着材料１（グラスアイオノマー系・標準型）
710010794,歯科矯正用アンカースクリュー
710010795,気管切開後留置用チューブ（在宅）（カフ付チューブ吸引有・一重管）
710010796,気管切開後留置用チューブ（在宅）（カフ付チューブ吸引有・二重管）
710010797,気管切開後留置用チューブ（在宅）（カフ付チューブ吸引無・一重管）
710010798,気管切開後留置用チューブ（在宅）（カフ付チューブ吸引無・二重管）
710010799,気管切開後留置用チューブ（在宅）（カフなし気管切開チューブ）
710010800,気管切開後留置用チューブ（在宅）（輪状甲状膜切開チューブ）
710010801,気管切開後留置用チューブ（在宅）（保持用気管切開チューブ）
710010802,膀胱留置用ディスポーザブルカテーテル（在宅）（２管一般（１））
710010803,膀胱留置用ディスポーザブルカテーテル（在宅・２管（２）・標準型）
710010804,膀胱留置用ディスポーザブルカテーテル（在宅・２管（３）・標準型）
710010805,膀胱留置用ディスポーザブルカテーテル（在宅）（特定（１））
710010806,膀胱留置用ディスポーザブルカテーテル（在宅）（特定（２））
710010817,ダイアライザー特定積層型（在宅）
710010818,吸着型血液浄化器（β２－ミクログロブリン除去用）（在宅）
710010819,皮膚欠損用創傷被覆材（真皮に至る創傷用）
710010820,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・標準型）
710010821,皮膚欠損用創傷被覆材（皮下組織に至る創傷用・異形型）
710010822,皮膚欠損用創傷被覆材（筋・骨に至る創傷用）
710010823,非固着性シリコンガーゼ（広範囲熱傷用）
710010824,非固着性シリコンガーゼ（平坦部位用）
710010825,非固着性シリコンガーゼ（凹凸部位用）
710010826,水循環回路セット
710010827,尿管ステントセット（一般型・長期留置型）
710010828,持続緩徐式血液濾過器（特殊型）
710010830,固定用内副子（プレート）（骨端用（生体用合金１）・患者適合型）
710010831,脊椎プレート（バスケット型）
710010833,人工肩関節用材（上腕骨側材・インサート・特殊型）
710010834,人工肩関節用材（肩甲骨側材・ベースプレート・特殊型）
710010835,人工肩関節用材料（切換用）
710010836,オプション部品（人工股関節用部品・骨盤用（２））
710010837,人工内耳用音声信号処理装置（残存聴力活用型）
710010839,ペースメーカー・トリプルチャンバ（２型・４極用）
710010840,経皮的カテーテル心筋焼灼術用カテーテル（冷凍・バルーン型）
710010841,経皮的カテーテル心筋焼灼術用カテーテル（冷凍・標準型）
710010843,血栓除去用カテーテル（脳血栓除去用・自己拡張型）
710010846,脳血管用ステントセット
710010847,大動脈用ステントグラフト（腹部大動脈用・メイン部分・ＡＵＩ型）
710010848,オープン型ステントグラフト
710010850,人工肩関節用材（肩甲骨側材・関節窩ヘッド・部分補正型）
710010853,胸郭変形矯正用材料（部品連結用・縦型）
710010854,胸郭変形矯正用材料（部品連結用・横型）
710010855,ペースメーカー（トリプルチャンバ３型・自動調整機能付き）
710010856,気管支手術用カテーテル
710010857,オプション部品（人工膝関節用部品・人工関節用部品（２））
710010864,大動脈用ステントグラフト（大動脈解離用・ベアステント）
710010866,補助人工心臓セット（体外型・小児・血液ポンプ）
710010868,補助人工心臓セット（体外型・小児・心尖部脱血用カニューレ）
710010870,補助人工心臓セット（体外型・小児・心房脱血用カニューレ）
710010872,補助人工心臓セット（体外型・小児・動脈送血用カニューレ）
710010874,補助人工心臓セット（体外型・小児・アクセサリーセット）
710010876,補助人工心臓セット（体外型・小児・ドライビングチューブ）
710010878,補助人工心臓セット（体外型・小児・コネクティングセット）
710010880,補助人工心臓セット（体外型・小児・エクステンションセット）
710010882,ガイディングカテーテル（脳血管用・高度屈曲対応型）
710010883,脳動脈瘤治療用フローダイバーターシステム（動脈内留置型）
710010884,半導体レーザー用プローブ
710010888,植込型脳・脊髄電気刺激装置（疼痛・３２極・充電）
710010890,植込型除細動器（３型・皮下植込式電極併用型）
710010891,植込型除細動器用カテーテル電極（皮下植込式）
710010892,人工血管（永久留置型・小血管・セルフシーリング・ヘパリン使用）
710010893,経カテーテル人工生体弁セット（自己拡張型人工生体弁システム）
710010896,ファイバーポスト支台築造用
710010897,膀胱留置用ディスポーザブルカテーテル（在宅・２管（２）・閉鎖式）
710010898,膀胱留置用ディスポーザブルカテーテル（在宅・２管（３）・閉鎖式）
710010900,ダイアライザー（１ａ型）（在宅）
710010902,ダイアライザー（１ｂ型）（在宅）
710010904,ダイアライザー（２ａ型）（在宅）
710010906,ダイアライザー（２ｂ型）（在宅）
710010908,ダイアライザー（Ｓ型）（在宅）
710010909,携帯型ディスポーザブル注入ポンプ（ＰＣＡ型）
710010910,血管造影用マイクロカテーテル（遠位端可動型治療用）
710010912,携帯型ディスポーザブル注入ポンプ（ＰＣＡ型）
710010916,腎瘻・膀胱瘻用材料（穿刺針）
710010917,腎瘻・膀胱瘻用材料（膀胱瘻用穿孔針）
710010918,経皮・内視鏡的胆管ドレナージ用材料（カテーテル）
710010923,経皮・内視鏡的胆管ドレナージ用材料（穿刺針）
710010924,経皮・内視鏡的胆管ドレナージ用材料（経鼻法用ワイヤー）
710010925,経皮・内視鏡的胆管ドレナージ用材料（経鼻法用カテーテル）
710010926,膀胱留置用ディスポーザブルカテーテル（２管一般（２）・閉鎖式）
710010927,膀胱留置用ディスポーザブルカテーテル（２管一般（３）・閉鎖式）
710010929,ダイアライザー（１ａ型）
710010931,ダイアライザー（１ｂ型）
710010933,ダイアライザー（２ａ型）
710010935,ダイアライザー（２ｂ型）
710010937,ダイアライザー（Ｓ型）
710010941,人工股関節用材（大腿骨側材・大腿骨ネック）
710010943,脊椎スクリュー（アンカー型）
710010944,人工肩関節用材（上腕骨側材・ステムヘッド及トレイ・ステムヘッド）
710010945,人工肩関節用材（上腕骨側材・ステムヘッド及トレイ・トレイ）
710010946,人工肘関節用材（関節摺動部材料）
710010947,人工肘関節用材（ベアリング・標準型）
710010948,人工肘関節用材（ベアリング・特殊型）
710010949,組織代用人工繊維布（心血管系用・心血管修復パッチ・小児）
710010950,経皮的カテーテル心筋焼灼術用カテーテル（熱・バルーン型）
710010952,経皮的挿入用カニューレ（成人・先端強化型・シングルルーメン）
710010953,送脱血カニューレ（小児・シングル標準）
710010954,送脱血カニューレ（小児・シングル強化）
710010955,送脱血カニューレ（小児・２段標準）
710010956,送脱血カニューレ（小児・２段強化）
710010957,心筋保護用カニューレ（小児・ルート）
710010958,心筋保護用カニューレ（小児・コロナリー）
710010959,心筋保護用カニューレ（小児・レトロ）
710010960,ベントカテーテル（小児・一般型）
710010961,ベントカテーテル（小児・ガス注入型）
710010962,経皮的挿入用カニューレ（小児・一般型）
710010963,血管内異物除去用カテーテル（リードロッキングデバイス）
710010964,血管内異物除去用カテーテル（リード抜去スネアセット）
710010965,ヒト自家移植組織（自家培養表皮・調製・移植キット）
710010966,ヒト自家移植組織（自家培養軟骨・調製・移植キット）
710010967,血管造影用圧センサー付材料（血管造影用圧カテーテル）
710010968,膀胱留置用ディスポーザブルカテーテル（２管一般（２）・閉鎖式）
710010969,膀胱留置用ディスポーザブルカテーテル（２管一般（３）・閉鎖式）
710010970,気管切開後留置用チューブ（一般・カフ付き・吸引有・一重管）
710010971,気管切開後留置用チューブ（一般・カフ付き・吸引有・二重管）
710010972,気管切開後留置用チューブ（一般・カフ付き・吸引無・一重管）
710010973,気管切開後留置用チューブ（一般・カフ付き・吸引無・二重管）
710010974,気管切開後留置用チューブ（一般・カフなし）
710010975,気管切開後留置用チューブ（輪状甲状膜切開）
710010976,気管切開後留置用チューブ（保持用気管切開）
710010977,神経再生誘導材
710010978,携帯型ディスポーザブル注入ポンプ（化学療法用）
710010979,携帯型ディスポーザブル注入ポンプ（ＰＣＡ型）
710010980,膀胱留置用ディスポーザブルカテーテル（在宅・２管（２）・閉鎖式）
710010981,膀胱留置用ディスポーザブルカテーテル（在宅・２管（３）・閉鎖式）
710010983,ダイアライザー（１ａ型）（在宅）
710010985,ダイアライザー（１ｂ型）（在宅）
710010987,ダイアライザー（２ａ型）（在宅）
710010989,ダイアライザー（２ｂ型）（在宅）
710010991,ダイアライザー（Ｓ型）（在宅）
710010992,カスタムメイド人工骨プレート（プレート型）
710010999,オプション部品（その他の関節固定用材料用部品）
710011000,気管・気管支・大静脈ステント（永久留置型・特殊型）
710011001,体温調節用カテーテル（体温管理型）
710011004,人工中耳用材料（人工中耳用インプラント）
710011005,人工中耳用材料（人工中耳用音声信号処理装置）
710011006,人工中耳用材料（人工中耳用オプション部品）
710011007,中心静脈用カテーテル（抗菌型）
710011008,合成吸収性癒着防止材（スプレー型）
710011010,末梢血管用ステントグラフト（標準型）
710011011,末梢血管用ステントグラフト（長病変対応型）
710011012,植込型脳・脊髄電気刺激装置（振戦軽減用）（１６極以上用）
710011014,冠動脈用ステントセット（生体吸収・再狭窄抑制型）
710011015,下大静脈留置フィルターセット（特殊型）
710011017,ペースメーカー（シングルチャンバ・リード一体型）
710011019,静脈弁カッター（オーバーザワイヤー型）
710011020,経皮的胆道拡張用バルーンカテーテル
710011021,補助循環用ポンプカテーテル
710011022,ＰＴＡバルーンカテーテル（再狭窄抑制型）
710011023,人工椎間板
710011024,体表面用電場電極
710011025,ＣＡＤ／ＣＡＭ冠用材料（３）
710011027,経皮的挿入用カニューレ（小児・先端強化型・シングルルーメン）
710011028,中心静脈用カテーテル（末梢留置型・標準型・シングルルーメン）
710011029,中心静脈用カテーテル（末梢留置型・標準型・マルチルーメン）
710011030,中心静脈用カテーテル（末梢留置型・特殊型・シングルルーメン）
